,Unnamed: 0,Name,Style,StyleID,ABV,IBU,Color,Simple_style,Style_color,Style_ibu
408,537,NEIPA Tropical & Juicy Braumeister 20L,American IPA,7,6.31,60.94,6.5,Pale Ale,2,5
29833,47402,Pilsale 1,Cream Ale,45,5.63,21.5,5.65,Pale Lager/Blonde Ale,1,1
37962,60565,Hapaba v1.1,Saison,134,6.81,30.0,7.08,Pale Ale,2,5
7955,12014,Jittery Java Jout,American Stout,12,6.99,61.18,40.0,Stout/Porter,5,4
45265,72586,Datum Wit,Witbier,175,5.63,17.37,4.9,Wheat,0,0
26522,42032,Belgian beet down,Belgian Golden Strong Ale,23,8.82,38.19,5.91,Strong Ale,3,3
24490,38735,Mamerpaky,German Pilsner (Pils),81,4.51,28.0,4.8,Pale Lager/Blonde Ale,1,1
17990,28071,Bride's IPA,American IPA,7,5.58,73.96,5.0,Pale Ale,2,5
29034,46120,Summer Kolsh,Kölsch,94,5.56,28.0,6.0,Pale Lager/Blonde Ale,1,1
28607,45422,Chocolate stout 1 gal,American Stout,12,6.49,32.31,50.0,Stout/Porter,5,4
19305,30219,Dry Stout All Grain,Dry Stout,58,4.12,30.51,39.25,Stout/Porter,5,4
10772,16526,WTF Barleywine,American Barleywine,5,12.64,100.0,17.09,Strong Ale,3,3
28485,45237,#008 Barleywine,English Barleywine,63,10.04,52.93,22.0,Strong Ale,3,3
10882,16709,2K Chili Porter,Brown Porter,37,6.33,58.03,36.47,Stout/Porter,5,4
27800,44131,RIS First Gold,Imperial Stout,87,10.99,59.78,50.0,Stout/Porter,5,4
4350,6279,Fat Bastard Scottish Ale,Strong Scotch Ale,160,7.93,20.0,22.0,Strong Ale,3,3
33186,52888,Clean Shaven,American Pale Ale,10,6.69,30.0,5.16,Pale Ale,2,5
20616,32355,Float Trip Amber,American Amber Ale,4,6.49,32.36,15.0,Pale Ale,2,5
15019,23292,Bol's Scotish Ale,Scottish Export,136,9.93,21.29,22.0,Strong Ale,3,3
16111,25030,8 - Wit Tejuco de Caiaque,Witbier,175,4.75,25.63,3.56,Wheat,0,0
42704,68351,Butt Stuff Brown,British Brown Ale,34,12.33,80.92,30.51,Brown Ale,4,2
12304,18979,Yellowhouse Saison,Saison,134,6.63,30.0,8.07,Pale Ale,2,5
26346,41740,I Did It Cause You Told Me Too!,Munich Helles,109,5.47,17.6,4.06,Pale Lager/Blonde Ale,1,1
9298,14163,El Guason Mexican Lager,International Pale Lager,90,5.09,19.85,3.04,Pale Lager/Blonde Ale,1,1
12157,18751,Comet Single Hop IPA,American IPA,7,6.45,44.53,5.0,Pale Ale,2,5
9536,14590,Hopadillo clone,American IPA,7,6.68,93.55,12.08,Pale Ale,2,5
32386,51625,New England IPA 2,American IPA,7,6.32,79.81,5.0,Pale Ale,2,5
26340,41731,Running Dog Imperial Pale Ale,American Strong Ale,13,7.43,65.92,6.28,Strong Ale,3,3
5669,8325,Goober Pea Stout,Sweet Stout,162,5.91,51.48,40.0,Stout/Porter,5,4
6671,9930,Pirate Strong Ale 6 gal,American Barleywine,5,9.45,47.16,12.25,Strong Ale,3,3
3655,5254,Central Coast Brewing - Monterey Pale Ale (G...,American Pale Ale,10,5.46,48.93,6.38,Pale Ale,2,5
43361,69495,Amarillo SMaSH DIPA,Double IPA,56,8.69,52.53,8.17,Pale Ale,2,5
27871,44234,Single-Hop Pale Ale,American Pale Ale,10,5.53,30.0,7.84,Pale Ale,2,5
4869,7050,109 Five Moves of Doom (session BW),American Barleywine,5,8.33,100.0,13.23,Strong Ale,3,3
33641,53631,Stout 1.0,American Stout,12,5.55,31.93,36.43,Stout/Porter,5,4
19243,30115,Alles Gut Pilsner,Bohemian Pilsener,31,5.49,28.0,3.73,Pale Lager/Blonde Ale,1,1
26978,42758,Like Licking a Dead Horse,Saison,134,6.78,30.0,7.15,Pale Ale,2,5
27040,42852,Hammock IPA,American IPA,7,6.67,55.59,7.66,Pale Ale,2,5
2691,3848,Firestone Union Jack clone - Braumeister 20l...,American IPA,7,7.21,64.95,6.27,Pale Ale,2,5
43191,69214,Standard Rye IPA,American Light Lager,9,6.47,28.0,6.0,Pale Lager/Blonde Ale,1,1
17280,26929,I Heart Tacoma,American IPA,7,6.63,59.25,6.48,Pale Ale,2,5
8340,12651,Ed IPA+ - N5,Imperial IPA,86,6.85,89.35,15.0,Pale Ale,2,5
7922,11963,Zapomnetlivy Radim,American IPA,7,6.34,63.02,11.09,Pale Ale,2,5
31339,49904,13 IPA 3 Tejuco de Caiaque,American IPA,7,6.24,60.71,6.86,Pale Ale,2,5
9289,14151,Weekend Warrior XPA,American Pale Ale,10,4.51,42.91,5.0,Pale Ale,2,5
22664,35774,Blarney Stout,Irish Stout,93,5.37,26.88,39.05,Stout/Porter,5,4
6684,9950,50/50 barrel project,Sweet Stout,162,4.91,29.29,36.63,Stout/Porter,5,4
33417,53262,Torsti's Tastiest - Dandy Gentleman,English Porter,66,4.2,33.52,25.48,Stout/Porter,5,4
17191,26795,Gold Rush Pale Ale,American Pale Ale,10,5.51,39.05,5.56,Pale Ale,2,5
9653,14788,Ben's averagely perfect IPA,American IPA,7,6.46,59.76,7.02,Pale Ale,2,5
26642,42222,Royal Clone,Belgian Pale Ale,24,6.25,53.22,6.26,Pale Ale,2,5
12357,19060,Limpy Pidge Bitter,Strong Bitter,159,6.18,38.65,9.89,Pale Ale,2,5
34879,55618,Imperial Darkness Stout,Imperial Stout,87,9.24,55.94,37.77,Stout/Porter,5,4
36001,57422,Left Over DIPA,American IPA,7,8.1,90.0,10.39,Pale Ale,2,5
40739,65121,Lager Fresh - Bohemia (BS kit),Czech Premium Pale Lager,50,5.53,28.0,4.12,Pale Lager/Blonde Ale,1,1
16429,25551,Kountry Kölsch,Kölsch,94,4.68,16.62,3.78,Pale Lager/Blonde Ale,1,1
42494,67995,Kölsch1,American Pale Ale,10,6.22,59.11,10.71,Pale Ale,2,5
29638,47060,ISA prise 1,American Pale Ale,10,4.07,31.01,6.01,Pale Ale,2,5
33698,53717,FBA First Brown Ale,American Brown Ale,6,6.0,48.91,24.12,Brown Ale,4,2
41447,66270,Drop head pale ale,American Pale Ale,10,5.81,43.18,7.28,Pale Ale,2,5
14299,22171,IPA - For 5 Gallon Distilled IPA Barrel,Imperial IPA,86,6.2,81.65,9.47,Pale Ale,2,5
24095,38097,Texas Town Ale,American IPA,7,6.4,47.48,8.09,Pale Ale,2,5
21812,34329,Blazing World/Hoppy Bday Mash Up,American Amber Ale,4,5.95,90.0,15.0,Pale Ale,2,5
32579,51940,Nothing Is Real - Strawberry Hefeweizen,Weizen/Weissbier,170,4.96,13.81,3.59,Wheat,0,0
29594,46994,Double Jack - Can you brew it,Imperial IPA,86,7.49,90.0,7.36,Pale Ale,2,5
23120,36510,Hazeas Corpus,American Light Lager,9,6.4,17.65,6.0,Pale Lager/Blonde Ale,1,1
43448,69634,Vienna Docker,Vienna Lager,167,5.0,20.57,6.0,Pale Lager/Blonde Ale,1,1
17235,26863,3P Mandarina #1,American Pale Ale,10,4.8,30.0,5.0,Pale Ale,2,5
4287,6184,Cottage Shining Star Pale Ale,American Pale Ale,10,4.12,43.73,5.44,Pale Ale,2,5
11965,18453,Belgian Pale Ale - 80CR,Belgian Pale Ale,24,5.48,30.0,7.11,Pale Ale,2,5
26041,41257,Archer Queen,English IPA,65,5.74,55.35,9.98,Pale Ale,2,5
8297,12579,11Teen Wheat,American Wheat or Rye Beer,15,5.12,16.79,6.0,Wheat,0,0
4744,6846,Vienna Pseudo Lager,Vienna Lager,167,5.32,23.45,6.0,Pale Lager/Blonde Ale,1,1
15415,23911,Kelso's Ordinary Bitter II,Ordinary Bitter,118,3.66,30.0,7.05,Pale Ale,2,5
12016,18539,Garden Shed Pilsner,Bohemian Pilsener,31,5.55,28.0,3.58,Pale Lager/Blonde Ale,1,1
18686,29218,Kate the Great Clone,Russian Imperial Stout,132,10.75,81.02,50.0,Stout/Porter,5,4
9164,13964,Maltmons HveteBryllup All Grain,Weizen/Weissbier,170,4.67,14.36,3.26,Wheat,0,0
38527,61470,California Red,American Pale Ale,10,7.58,70.76,15.0,Pale Ale,2,5
12234,18866,Gale Brothers Lager V2,Czech Premium Pale Lager,50,4.77,28.0,3.04,Pale Lager/Blonde Ale,1,1
33355,53178,Blueberry Wit,Witbier,175,4.72,18.93,3.86,Wheat,0,0
26574,42114,Denis - Trippel,Belgian Tripel,26,7.85,30.0,6.04,Pale Ale,2,5
9723,14898,Bombay Light II,English IPA,65,5.74,42.56,11.21,Pale Ale,2,5
33964,54137,Yak N Yetti,Sweet Stout,162,6.23,51.47,39.46,Stout/Porter,5,4
12900,19920,Haddland Småbryggarlag Blondine,Blonde Ale,30,5.71,24.57,4.31,Pale Lager/Blonde Ale,1,1
28344,44997,T1B - IPA,American IPA,7,5.75,58.64,5.0,Pale Ale,2,5
28206,44771,NBrewerCitra,American Pale Ale,10,4.31,35.31,6.04,Pale Ale,2,5
18342,28661,El Dorado RIPA,English IPA,65,4.1,86.92,12.61,Pale Ale,2,5
28616,45433,Flat Spot IPA,American IPA,7,7.97,78.43,5.0,Pale Ale,2,5
28762,45670,Morris Dancing,Standard/Ordinary Bitter,157,3.39,30.0,5.0,Pale Ale,2,5
27156,43050,YO Jay IPA,American IPA,7,6.12,89.41,6.82,Pale Ale,2,5
37374,59601,Cascade Fresh Hop EXPLOSION,American IPA,7,7.34,87.76,5.52,Pale Ale,2,5
28935,45960,Imperial Ipaaaaarl,American Light Lager,9,6.4,28.0,6.0,Pale Lager/Blonde Ale,1,1
16916,26328,Stage 2 Tripel,Belgian Tripel,26,9.52,54.62,11.46,Pale Ale,2,5
2820,4038,Tom's Amber,American Amber Ale,4,5.63,31.27,15.0,Pale Ale,2,5
27442,43519,Juleøl 2016,British Strong Ale,36,7.08,33.2,17.21,Strong Ale,3,3
14463,22429,Cargo,American Pale Ale,10,5.08,40.11,5.23,Pale Ale,2,5
31618,50390,#50 Mosaic Pale Ale,American Pale Ale,10,5.01,39.72,6.2,Pale Ale,2,5
11810,18195,Bubba's Lean,Vienna Lager,167,4.95,21.08,6.0,Pale Lager/Blonde Ale,1,1
16343,25405,Gunnar,Imperial IPA,86,9.13,90.0,10.99,Pale Ale,2,5
42904,68725,West Coast Whitey,Imperial IPA,86,8.32,90.0,8.58,Pale Ale,2,5
45219,72514,The Night Before,American IPA,7,4.95,59.2,5.11,Pale Ale,2,5
22594,35669,Xmas apa,American Pale Ale,10,5.86,46.33,5.32,Pale Ale,2,5
40085,64026,Pecan maple parti porter,American Porter,11,5.76,50.36,49.83,Stout/Porter,5,4
19711,30870,Wedding Vienna,Vienna Lager,167,5.33,28.0,6.0,Pale Lager/Blonde Ale,1,1
40553,64795,JUL_KAIKAKU_AG,Brown Porter,37,4.77,20.67,24.58,Stout/Porter,5,4
34370,54798,001 Two Hearted Ale,American IPA,7,6.56,54.81,6.84,Pale Ale,2,5
18148,28316,PsycHOPathy Clone,American IPA,7,5.57,62.41,6.29,Pale Ale,2,5
43094,69059,IPA (single hop Aurora),American IPA,7,5.9,55.22,7.59,Pale Ale,2,5
17836,27806,Marley wine Barley wine,English Barleywine,63,10.97,80.54,22.0,Strong Ale,3,3
38042,60693,Wheat #2,American Light Lager,9,4.71,15.87,6.0,Pale Lager/Blonde Ale,1,1
28317,44946,Pale Ale Robotic Variant 003,Standard/Ordinary Bitter,157,6.07,73.71,5.24,Pale Ale,2,5
30427,48382,Iparone,American IPA,7,8.0,94.48,7.89,Pale Ale,2,5
25224,39948,Backpacker Pale Ale,American Pale Ale,10,6.53,54.63,12.78,Pale Ale,2,5
39510,63100,The Pale Knight,Weizen/Weissbier,170,3.87,30.0,6.0,Wheat,0,0
6263,9264,Aralin aallot,Saison,134,7.08,30.0,7.22,Pale Ale,2,5
45220,72515,Risky Champ - Honey,Belgian Golden Strong Ale,23,8.39,20.0,6.68,Strong Ale,3,3
18881,29517,Livin' Easy 2016,Blonde Ale,30,5.61,28.0,6.0,Pale Lager/Blonde Ale,1,1
42232,67558,APA Test 2,American Pale Ale,10,5.8,30.0,8.14,Pale Ale,2,5
172,215,Oktoberfest,Oktoberfest/Märzen,115,6.06,28.0,6.0,Pale Lager/Blonde Ale,1,1
45250,72562,Brett Media,American Light Lager,9,4.88,22.02,3.5,Pale Lager/Blonde Ale,1,1
28377,45052,Insanity and Genius,American Pale Ale,10,5.33,70.9,8.21,Pale Ale,2,5
11815,18202,R & C Cream Ale,Cream Ale,45,4.98,19.91,2.68,Pale Lager/Blonde Ale,1,1
24482,38721,Scottish Rugburn,Scottish Export,136,6.0,22.5,16.42,Strong Ale,3,3
35182,56100,John Courage Clone,Best Bitter,28,4.5,30.0,8.52,Pale Ale,2,5
29053,46147,Old Britannia Bitter,American Light Lager,9,4.99,28.0,6.0,Pale Lager/Blonde Ale,1,1
6268,9271,A Dry Pale to Rule the World,American Pale Ale,10,6.13,35.22,6.88,Pale Ale,2,5
28055,44534,Stout01 (codename: Fiam Fiam),Oatmeal Stout,114,5.03,18.0,17.0,Stout/Porter,5,4
7875,11893,Wheat 30 - American Wheat,American Pale Ale,10,3.97,30.0,6.0,Pale Ale,2,5
28971,46012,Porka,American Light Lager,9,6.3,24.03,4.39,Pale Lager/Blonde Ale,1,1
17581,27399,Porter  Coffee  Coco 10 gal,Robust Porter,129,6.47,35.44,29.87,Stout/Porter,5,4
42140,67406,Cream of Canuck Ale,Cream Ale,45,5.32,24.36,4.21,Pale Lager/Blonde Ale,1,1
7606,11459,Ginger Beer,American Pale Ale,10,6.04,30.0,5.0,Pale Ale,2,5
34296,54677,Bazook's Dry-Hopped Pale,American Pale Ale,10,5.49,46.17,5.0,Pale Ale,2,5
33188,52890,Nothing is Better for Thee  Than Me,Oatmeal Stout,114,6.13,45.69,44.13,Stout/Porter,5,4
18600,29079,Folke's Finest Black Lab,Dry Stout,58,4.32,38.4,39.69,Stout/Porter,5,4
34476,54959,Stone - IPA,American Light Lager,9,6.47,28.0,5.45,Pale Lager/Blonde Ale,1,1
22172,34957,CMAC Bohemian Pilsner,Bohemian Pilsener,31,4.84,28.0,3.76,Pale Lager/Blonde Ale,1,1
29002,46062,Crystal Rye II,American Amber Ale,4,4.55,38.79,12.96,Pale Ale,2,5
3448,4949,Reunion Red Ale,American Amber Ale,4,6.18,30.77,12.73,Pale Ale,2,5
28586,45389,Rye Pale Ale 2.0,American Pale Ale,10,5.87,46.95,5.26,Pale Ale,2,5
16899,26304,Winter's Fringe,American Stout,12,4.63,56.61,45.49,Stout/Porter,5,4
11813,18198,Beer Hates Nautica V2,American IPA,7,6.28,65.34,7.88,Pale Ale,2,5
4625,6656,Amongst the Waves Summer Ale,American Pale Ale,10,6.39,34.97,7.89,Pale Ale,2,5
13197,20373,Centennihell Rev 2,American Barleywine,5,11.64,37.3,8.25,Strong Ale,3,3
28093,44589,Blurred Daze,American IPA,7,6.88,40.22,5.0,Pale Ale,2,5
41838,66917,Merula Pils,German Pilsner (Pils),81,5.09,28.0,3.93,Pale Lager/Blonde Ale,1,1
29242,46432,Triple Aim IPA,American IPA,7,5.39,62.07,8.63,Pale Ale,2,5
13340,20617,Hot Sundae Session Ale,American Pale Ale,10,3.58,30.0,5.0,Pale Ale,2,5
11499,17727,Scot Free Double Brown Ale,British Brown Ale,34,6.58,36.28,22.45,Brown Ale,4,2
31751,50607,Dry Dock vanilla porter,Robust Porter,129,4.93,26.75,33.22,Stout/Porter,5,4
36295,57886,Choc Milk Stout,American Stout,12,3.86,34.67,34.24,Stout/Porter,5,4
12309,18985,Ozz Belgian Quadrupel,Belgian Dark Strong Ale,21,9.94,27.11,18.78,Strong Ale,3,3
40256,64321,The dragon awakes (5),American IPA,7,5.48,65.83,5.0,Pale Ale,2,5
11222,17303,Effin Jefe,Weizen/Weissbier,170,5.19,12.95,3.43,Wheat,0,0
41907,67025,4 Hop NEIPA,American IPA,7,7.55,45.48,6.27,Pale Ale,2,5
30927,49193,The Great Dictator,Double IPA,56,7.51,49.33,5.0,Pale Ale,2,5
20945,32904,Rocktober Fest,Märzen,102,5.96,18.38,6.0,Pale Lager/Blonde Ale,1,1
31519,50216,BSB - Amarillo IPA,American IPA,7,6.83,59.06,8.37,Pale Ale,2,5
28536,45313,Warriors flight,American IPA,7,6.46,48.63,14.74,Pale Ale,2,5
24227,38318,Beobé,Saison,134,4.85,30.0,5.0,Pale Ale,2,5
6857,10244,English bitter from Roy,Standard/Ordinary Bitter,157,4.36,68.3,5.84,Pale Ale,2,5
8014,12116,Caressa's English IPA,English IPA,65,6.35,30.0,11.64,Pale Ale,2,5
41607,66536,Thanksgiving Ale,American Amber Ale,4,4.8,33.69,10.91,Pale Ale,2,5
24865,39352,Gene's Party Hefe,Weizen/Weissbier,170,5.55,16.19,3.66,Wheat,0,0
22585,35653,Summer Sessions IPA,English IPA,65,5.4,61.18,5.51,Pale Ale,2,5
35538,56693,60 min IPA downscale w/ Apollo,American IPA,7,3.86,90.0,5.56,Pale Ale,2,5
20174,31649,Stewart's Run Pale Ale,American Pale Ale,10,6.06,71.79,9.53,Pale Ale,2,5
21362,33565,NZ Pale (Eli),American Pale Ale,10,5.12,44.45,5.09,Pale Ale,2,5
9397,14351,Awesome Saison Recipe,Saison,134,5.68,31.59,5.0,Pale Ale,2,5
45039,72233,BERRY WHEAT,American Pale Ale,10,5.02,30.0,5.0,Pale Ale,2,5
42688,68330,Marzen in February,Märzen,102,4.98,27.33,6.0,Pale Lager/Blonde Ale,1,1
1615,2267,27  Zubal Bohe Pilsner 01/18/14,Bohemian Pilsener,31,6.4,28.0,4.7,Pale Lager/Blonde Ale,1,1
29766,47290,Josh's 1st IPA,American Pale Ale,10,5.94,61.87,9.66,Pale Ale,2,5
23087,36464,Promo Stout Amber Ale (AHBS),Scottish Export,136,6.0,24.26,22.0,Strong Ale,3,3
6456,9579,Brew to Thrill,Russian Imperial Stout,132,9.54,89.67,40.0,Stout/Porter,5,4
23584,37233,Grand Moff Tarkin French Saison,Saison,134,6.87,33.95,5.0,Pale Ale,2,5
1851,2600,Midnight Skies Vanilla Cherry Stout,American Stout,12,5.82,31.21,40.0,Stout/Porter,5,4
28098,44595,Rosewood Rush,British Brown Ale,34,4.19,23.37,23.61,Brown Ale,4,2
40784,65188,Work Wheat III,Weissbier,169,4.76,26.01,3.35,Wheat,0,0
9937,15231,Vienna Jan 16,Vienna Lager,167,5.58,28.0,5.51,Pale Lager/Blonde Ale,1,1
5981,8819,Hazy Daze NEIPA,American IPA,7,6.03,61.77,6.07,Pale Ale,2,5
41632,66581,Carlsbad Triple M IPA,American IPA,7,5.8,59.81,7.72,Pale Ale,2,5
20692,32480,Blonde Ale v3,Blonde Ale,30,4.14,24.69,4.95,Pale Lager/Blonde Ale,1,1
35200,56122,Blue skies above,American Lager,8,5.14,24.37,3.59,Pale Lager/Blonde Ale,1,1
33061,52688,Rafa Bohemian Pilsner 11,Czech Premium Pale Lager,50,5.14,28.0,4.68,Pale Lager/Blonde Ale,1,1
3997,5773,Miškinis,Extra Special/Strong Bitter (ESB),68,5.75,34.78,9.87,Pale Ale,2,5
3397,4877,Anchor IPA clone,American IPA,7,6.58,67.18,9.65,Pale Ale,2,5
25043,39647,Pizza Port's Shark Bite Red,American Amber Ale,4,6.73,93.13,15.0,Pale Ale,2,5
6410,9503,Citra almost smashed,American IPA,7,6.23,62.47,7.83,Pale Ale,2,5
35572,56743,Hate the Living  Love the Dead,American IPA,7,5.53,38.76,6.19,Pale Ale,2,5
41610,66541,Willy Vanilly,American Wheat Beer,14,5.16,7.0,4.7,Wheat,0,0
27582,43762,Gose (246),Berliner Weisse,27,3.64,8.16,2.77,Wheat,0,0
32803,52298,Blood Orange Pale,American Pale Ale,10,6.43,66.15,6.93,Pale Ale,2,5
989,1354,Munich Honey Pale,American Pale Ale,10,5.4,59.37,9.64,Pale Ale,2,5
18278,28552,Really An IPA part 2,American IPA,7,3.63,90.0,9.54,Pale Ale,2,5
3694,5311,Pecan Pie Porter,American Porter,11,7.15,35.07,36.75,Stout/Porter,5,4
38127,60829,15 Min Simcoe SMaSH (1 Gallon),American Pale Ale,10,4.74,36.95,6.74,Pale Ale,2,5
34598,55169,Triple Pearl Wet Hop,American IPA,7,6.54,90.0,5.0,Pale Ale,2,5
2393,3390,White Chocolate Chili Milk Stout,American Stout,12,5.56,63.52,40.0,Stout/Porter,5,4
22264,35107,Hefebrag,Weissbier,169,6.34,13.71,3.86,Wheat,0,0
9981,15289,Bulls Red Ale,American Amber Ale,4,6.51,54.31,15.0,Pale Ale,2,5
15375,23845,Lantz,Kellerbier: Amber Kellerbier,95,6.09,28.0,6.0,Pale Lager/Blonde Ale,1,1
44477,71335,Waldrop's Bitter,Strong Bitter,159,5.45,61.92,15.0,Pale Ale,2,5
30500,48501,Ribberfest15,Blonde Ale,30,4.28,28.0,4.56,Pale Lager/Blonde Ale,1,1
13374,20669,Pineapple Stout,Tropical Stout,166,5.94,47.09,32.29,Stout/Porter,5,4
27732,44007,Lil Dum Dum,American IPA,7,6.38,66.96,8.67,Pale Ale,2,5
38441,61349,Drought Stout,Foreign Extra Stout,72,6.29,34.48,44.12,Stout/Porter,5,4
31832,50724,The Liberty of Gods,Double IPA,56,9.78,83.34,13.59,Pale Ale,2,5
39299,62736,Weisse 04/17,Weissbier,169,5.28,8.41,6.0,Wheat,0,0
5632,8261,Brygghus 9: Tropical Tommy 25L,American Pale Ale,10,5.96,47.64,6.79,Pale Ale,2,5
34656,55256,Falconer's IPA (F5),American IPA,7,6.6,79.38,8.16,Pale Ale,2,5
25718,40768,Ceratonia Siliqua Stout#16,Foreign Extra Stout,72,8.27,30.66,33.07,Stout/Porter,5,4
15665,24305,Iron Galaxy,Imperial IPA,86,7.9,90.0,5.57,Pale Ale,2,5
31789,50665,Oktoberfæst ala Staarvik,Märzen,102,5.8,19.45,6.0,Pale Lager/Blonde Ale,1,1
7164,10746,Kaiser Death,Russian Imperial Stout,132,10.14,55.6,50.0,Stout/Porter,5,4
33682,53695,First attempt,American IPA,7,4.18,30.0,7.66,Pale Ale,2,5
14759,22897,Brooklyn Brown Clone,American Amber Ale,4,5.52,45.49,15.0,Pale Ale,2,5
27069,42902,JWS Jai Alai,American IPA,7,4.75,90.0,11.15,Pale Ale,2,5
26009,41204,Stolen Irish Stout,Irish Stout,93,5.77,31.68,42.38,Stout/Porter,5,4
894,1220,English Honey IPA 8/31/2012,English IPA,65,5.85,65.85,9.19,Pale Ale,2,5
20232,31745,Salvia Stout,Oatmeal Stout,114,5.26,25.76,43.7,Stout/Porter,5,4
11000,16913,Spinus | Goldfinch,American IPA,7,6.56,60.99,7.73,Pale Ale,2,5
2903,4154,Imperial Stout - Nøgne Ø,Imperial Stout,87,9.07,90.0,50.0,Stout/Porter,5,4
8310,12600,Britney Coconut Porter,Robust Porter,129,5.5,24.26,33.28,Stout/Porter,5,4
35804,57098,Coop F5 Clone,American IPA,7,6.8,90.0,11.54,Pale Ale,2,5
10452,15999,CaraFugg IPA,English IPA,65,4.2,41.3,5.0,Pale Ale,2,5
33334,53146,Holmedal APA,American Pale Ale,10,5.96,30.0,5.0,Pale Ale,2,5
13415,20735,Bulevar Brown,Northern English Brown,113,4.65,25.1,13.85,Brown Ale,4,2
24233,38329,Gary Juicy,American Pale Ale,10,5.19,30.0,5.09,Pale Ale,2,5
23186,36610,Imperial Dank,American IPA,7,7.21,90.0,8.02,Pale Ale,2,5
9839,15073,Thirsty Point Sparkling Wit,Weizen/Weissbier,170,5.24,14.41,3.59,Wheat,0,0
1087,1505,Bourbon Vanilla Porter,Robust Porter,129,8.56,47.43,37.47,Stout/Porter,5,4
19321,30245,Brown Ale (Paçoca),American Brown Ale,6,5.89,26.41,19.95,Brown Ale,4,2
1370,1916,Beaver Double White IPA,Specialty IPA: Belgian IPA,147,7.74,30.0,6.42,Pale Ale,2,5
32868,52391,Strong ale,Belgian Golden Strong Ale,23,7.96,35.64,7.89,Strong Ale,3,3
15556,24147,Cluny the Scourge,Imperial IPA,86,10.62,90.0,7.07,Pale Ale,2,5
37722,60161,Kvitauge Juicy NEIPA,American IPA,7,5.98,90.0,7.06,Pale Ale,2,5
11243,17330,Nutcastle (8g),Northern English Brown,113,4.48,20.39,13.9,Brown Ale,4,2
19860,31111,First Time Chocolate Coffee Brown,Southern English Brown,143,5.55,11.04,23.31,Brown Ale,4,2
16966,26406,My Name is Wayne,American IPA,7,6.6,65.92,10.0,Pale Ale,2,5
41283,65990,Melator,American IPA,7,8.76,54.27,12.22,Pale Ale,2,5
10917,16767,Sarlacc Kicker Imperial Brown Ale,British Brown Ale,34,9.84,53.38,27.95,Brown Ale,4,2
16162,25108,Hamblen Belgian Strong,Belgian Dark Strong Ale,21,8.21,34.93,19.52,Strong Ale,3,3
18216,28446,Dun,Northern English Brown,113,4.25,31.73,18.42,Brown Ale,4,2
40236,64285,Amber and Amber IPA,American Amber Ale,4,7.24,67.16,15.0,Pale Ale,2,5
8045,12167,Lemondrop Wheat,American Wheat Beer,14,5.17,30.0,4.24,Wheat,0,0
30389,48319,Kitchen Sink Ale,American Pale Ale,10,4.65,46.27,5.0,Pale Ale,2,5
36697,58516,Party of the Century,American Pale Ale,10,7.86,30.59,10.09,Pale Ale,2,5
1215,1688,Parkway Christmas Saison+Glühbier,Saison,134,6.28,31.43,8.65,Pale Ale,2,5
5825,8585,Yellowheart IPA (Exotic Wood Series),American IPA,7,6.63,68.82,6.9,Pale Ale,2,5
346,457,Sam Adams Latitude 48 IPA Clone,American IPA,7,5.88,59.37,9.74,Pale Ale,2,5
27852,44203,Gimme S'more Oktoberfest,Oktoberfest/Märzen,115,5.12,23.61,6.0,Pale Lager/Blonde Ale,1,1
9396,14350,CENTENNIAL BLONDE 74L,Blonde Ale,30,5.28,28.0,3.98,Pale Lager/Blonde Ale,1,1
4418,6372,??????/ Farmer Saison,Saison,134,5.12,30.0,7.28,Pale Ale,2,5
39349,62822,Pivo Sterling Pils,Czech Premium Pale Lager,50,6.06,23.83,6.0,Pale Lager/Blonde Ale,1,1
22982,36287,Weizenberg,Weissbier,169,4.92,10.73,3.84,Wheat,0,0
19443,30443,Another Dumb Blonde,Blonde Ale,30,5.77,23.47,6.0,Pale Lager/Blonde Ale,1,1
41370,66131,IPA / 25L,American IPA,7,6.23,44.72,6.76,Pale Ale,2,5
17672,27526,Kommunara squat ale,American Pale Ale,10,5.49,32.64,8.41,Pale Ale,2,5
17518,27305,Hopfen Klopfe,American Amber Ale,4,7.23,53.93,11.0,Pale Ale,2,5
30604,48661,Pensionär,American Amber Ale,4,5.45,30.0,13.4,Pale Ale,2,5
29900,47501,Grumpy Joker Amber,American Amber Ale,4,5.67,30.0,15.0,Pale Ale,2,5
21900,34486,SummerTyme Sunsessionale,American Pale Ale,10,6.03,53.7,7.95,Pale Ale,2,5
26776,42441,Brown american ipa,American Pale Ale,10,4.8,69.6,15.0,Pale Ale,2,5
22385,35315,Flaming June,English IPA,65,6.13,45.0,11.13,Pale Ale,2,5
34032,54256,Brielle,American Light Lager,9,5.24,13.27,6.0,Pale Lager/Blonde Ale,1,1
25681,40706,Peppered Porter,American Porter,11,5.85,46.78,32.06,Stout/Porter,5,4
12260,18909,Beerquest Triple Hop,American IPA,7,6.45,82.07,10.32,Pale Ale,2,5
1231,1712,Grandma's stout,Sweet Stout,162,5.16,37.29,33.82,Stout/Porter,5,4
29364,46619,The ROCK ipa,American IPA,7,6.04,53.73,9.4,Pale Ale,2,5
4937,7162,Nøgne Ø Blonde Clone,Belgian Blond Ale,20,5.02,24.82,4.21,Pale Lager/Blonde Ale,1,1
29570,46954,All Night IPA,American Pale Ale,10,4.93,48.1,5.57,Pale Ale,2,5
